advertiser,brand,media_group,media,media_owner,dow,national_local,market,program,program_genre,daypart,property,flight_date,spend_usd,units
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Prime Time,A&E,2025-09-01,2580.0,3.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Weekend Afternoon,A&E,2025-09-01,3738.0,7.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,ZOMBIE HOUSE FLIPPING,ENTERTAINMENT,Sunday Morning,A&E,2025-09-01,1356.0,2.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,TOTAL_US,BELOW DECK MEDITERRANEAN,ENTERTAINMENT,Morning,BRAV,2025-09-01,409.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,TOTAL_US,GOLF CENTRAL,SPORTS,Afternoon,GOLF,2025-09-01,253.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,TOTAL_US,SNAPPED,ENTERTAINMENT,Morning,OXYG,2025-09-01,328.0,2.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,TOTAL_US,5 CLUBS WITH GARY WILLIA,SPORTS,Morning,GOLF,2025-09-01,253.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,TOTAL_US,"ACCIDENT, SUICIDE, OR MU",ENTERTAINMENT,Afternoon,OXYG,2025-09-01,164.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,TOTAL_US,BURIED IN THE BACKYARD,ENTERTAINMENT,Morning,OXYG,2025-09-01,327.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,TOTAL_US,LPGA TOUR GOLF,SPORTS,Afternoon,GOLF,2025-09-01,506.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,TOTAL_US,REAL HOUSEWIVES OF POTOM,ENTERTAINMENT,Morning,BRAV,2025-09-01,409.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,TOTAL_US,REAL HOUSEWIVES OF SALT,ENTERTAINMENT,Afternoon,BRAV,2025-09-01,409.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Wednesday,NATIONAL,TOTAL_US,5 CLUBS WITH GARY WILLIA,SPORTS,Morning,GOLF,2025-09-01,253.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Wednesday,NATIONAL,TOTAL_US,DP WORLD TOUR GOLF,SPORTS,Afternoon,GOLF,2025-09-01,759.0,2.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Wednesday,NATIONAL,TOTAL_US,VANDERPUMP RULES,ENTERTAINMENT,Afternoon,BRAV,2025-09-01,409.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Thursday,NATIONAL,TOTAL_US,BELOW DECK MEDITERRANEAN,ENTERTAINMENT,Early Morning,BRAV,2025-09-01,170.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Thursday,NATIONAL,TOTAL_US,BELOW DECK MEDITERRANEAN,ENTERTAINMENT,Afternoon,BRAV,2025-09-01,409.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Thursday,NATIONAL,TOTAL_US,DP WORLD TOUR GOLF,SPORTS,Morning,GOLF,2025-09-01,1197.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Friday,NATIONAL,TOTAL_US,BELOW DECK MEDITERRANEAN,ENTERTAINMENT,Morning,BRAV,2025-09-01,818.0,2.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Friday,NATIONAL,TOTAL_US,DP WORLD TOUR GOLF,SPORTS,Morning,GOLF,2025-09-01,599.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Friday,NATIONAL,TOTAL_US,DP WORLD TOUR GOLF,SPORTS,Early News,GOLF,2025-09-01,540.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Friday,NATIONAL,TOTAL_US,TROLLS WORLD TOUR,ENTERTAINMENT,Morning,BRAV,2025-09-01,112.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Friday,NATIONAL,TOTAL_US,VANDERPUMP RULES,ENTERTAINMENT,Early Morning,BRAV,2025-09-01,170.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Friday,NATIONAL,TOTAL_US,VANDERPUMP RULES,ENTERTAINMENT,Morning,BRAV,2025-09-01,409.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Saturday,NATIONAL,TOTAL_US,COLD JUSTICE,ENTERTAINMENT,Early Fringe,OXYG,2025-09-01,440.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Saturday,NATIONAL,TOTAL_US,COLD JUSTICE,ENTERTAINMENT,Saturday Morning,OXYG,2025-09-01,782.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Saturday,NATIONAL,TOTAL_US,COLD JUSTICE,ENTERTAINMENT,Weekend Afternoon,OXYG,2025-09-01,440.0,2.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Saturday,NATIONAL,TOTAL_US,DATELINE: UNFORGETTABLE,ENTERTAINMENT,Saturday Morning,OXYG,2025-09-01,345.0,1.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Sunday,NATIONAL,TOTAL_US,SNAPPED,ENTERTAINMENT,Weekend Afternoon,OXYG,2025-09-01,1603.0,3.0
Chomps,Chomps,Television,Cable TV,Comcast Corp,Sunday,NATIONAL,TOTAL_US,SNAPPED,ENTERTAINMENT,Sunday Morning,OXYG,2025-09-01,690.0,2.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Saturday,NATIONAL,TOTAL_US,B1G SHOW,SPORTS,Saturday Morning,BTN,2025-09-01,111.0,3.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Saturday,NATIONAL,TOTAL_US,B1G TAILGATE,SPORTS,Saturday Morning,BTN,2025-09-01,256.0,4.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Saturday,NATIONAL,TOTAL_US,FINAL DRIVE,SPORTS,Late News,BTN,2025-09-01,50.0,2.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Saturday,NATIONAL,TOTAL_US,FINAL DRIVE,SPORTS,Late Fringe,BTN,2025-09-01,166.0,6.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Saturday,NATIONAL,TOTAL_US,FINAL DRIVE,SPORTS,Overnight,BTN,2025-09-01,50.0,2.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Saturday,NATIONAL,TOTAL_US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Prime Time,BTN,2025-09-01,1867.0,3.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,B1G FOOTBALL IN 60,SPORTS,Prime Time,BTN,2025-09-01,4365.0,10.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,B1G FOOTBALL IN 60,SPORTS,Late News,BTN,2025-09-01,50.0,2.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,B1G FOOTBALL IN 60,SPORTS,Late Fringe,BTN,2025-09-01,50.0,2.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,FINAL DRIVE,SPORTS,Early Fringe,BTN,2025-09-01,873.0,2.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,FINAL DRIVE,SPORTS,Prime Time,BTN,2025-09-01,1364.0,15.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,FINAL DRIVE,SPORTS,Weekend Afternoon,BTN,2025-09-01,1746.0,4.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,FINAL DRIVE,SPORTS,Sunday Morning,BTN,2025-09-01,698.0,14.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Early Fringe,BTN,2025-09-01,1455.0,4.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Weekend Afternoon,BTN,2025-09-01,2450.0,6.0
Chomps,Chomps,Television,Cable TV,Fox Corp,Sunday,NATIONAL,TOTAL_US,WOMEN'S CLLG VOLLEYBALL,SPORTS,Sunday Morning,BTN,2025-09-01,81.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,TOTAL_US,INSIDERS,SPORTS,Prime Access,NFLN,2025-09-01,1060.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,TOTAL_US,NFL GAMEDAY KICKOFF,SPORTS,Prime Access,NFLN,2025-09-01,1624.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Monday,NATIONAL,TOTAL_US,NFL THROWBACK,SPORTS,Late News,NFLN,2025-09-01,2119.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Tuesday,NATIONAL,TOTAL_US,NBC SUNDAY NIGHT FTBL RP,SPORTS,Prime Time,NFLN,2025-09-01,3966.0,2.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Tuesday,NATIONAL,TOTAL_US,NFL NETWORK SPCL FTBL RP,SPORTS,Prime Time,NFLN,2025-09-01,2644.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Wednesday,NATIONAL,TOTAL_US,INSIDERS,SPORTS,Prime Access,NFLN,2025-09-01,1060.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Wednesday,NATIONAL,TOTAL_US,INSIDERS,SPORTS,Prime Time,NFLN,2025-09-01,1060.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Wednesday,NATIONAL,TOTAL_US,NFL FOOTBALL CLASSICS,SPORTS,Prime Time,NFLN,2025-09-01,1322.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Thursday,NATIONAL,TOTAL_US,FOOTBALL NGHT IN AMERICA,SPORTS,Prime Access,NFLN,2025-09-01,2119.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Thursday,NATIONAL,TOTAL_US,NBC SUNDAY NIGHT FTBL RP,SPORTS,Prime Time,NFLN,2025-09-01,1322.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Thursday,NATIONAL,TOTAL_US,TOP 100 PLAYERS,SPORTS,Prime Time,NFLN,2025-09-01,1060.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Friday,NATIONAL,TOTAL_US,NFL THURSDAY NT FTB RPLY,SPORTS,Prime Time,NFLN,2025-09-01,5288.0,3.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL DIV PLYF GM/REPLAY,SPORTS,Late News,NFLN,2025-09-01,2644.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL FANTASY LIVE,SPORTS,Saturday Morning,NFLN,2025-09-01,467.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL FOOTBALL CLASSICS,SPORTS,Prime Time,NFLN,2025-09-01,653.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL GAME REPLAY,SPORTS,Saturday Morning,NFLN,2025-09-01,1425.0,3.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL GAME REPLAY,SPORTS,Weekend Afternoon,NFLN,2025-09-01,6530.0,10.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL NETWORK SPCL FTBL RP,SPORTS,Saturday Morning,NFLN,2025-09-01,475.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL THURSDAY NT FTB RPLY,SPORTS,Saturday Morning,NFLN,2025-09-01,3324.0,6.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL THURSDAY NT FTB RPLY,SPORTS,Weekend Afternoon,NFLN,2025-09-01,1425.0,3.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,NFL'S GREATEST GAME,SPORTS,Prime Time,NFLN,2025-09-01,1060.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Saturday,NATIONAL,TOTAL_US,SUPER BOWL CLASSICS,SPORTS,Prime Access,NFLN,2025-09-01,2644.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,NFL GAMEDAY FINAL,SPORTS,Late Fringe,NFLN,2025-09-01,593.0,2.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,NFL GAMEDAY HIGHLIGHTS,SPORTS,Prime Time,NFLN,2025-09-01,3179.0,2.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,NFL GAMEDAY HIGHLIGHTS,SPORTS,Late News,NFLN,2025-09-01,1060.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,NFL GAMEDAY LIVE,SPORTS,Weekend Afternoon,NFLN,2025-09-01,7836.0,10.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,NFL GAMEDAY MORNING,SPORTS,Sunday Morning,NFLN,2025-09-01,14055.0,6.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,NFL GAMEDAY VIEW,SPORTS,Sunday Morning,NFLN,2025-09-01,2008.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,NFL NETWORK SPCL FTBL GM,SPORTS,Sunday Morning,NFLN,2025-09-01,179282.0,1.0
Chomps,Chomps,Television,Cable TV,National Football League Prop Inc,Sunday,NATIONAL,TOTAL_US,SUPER BOWL CLASSICS,SPORTS,Sunday Morning,NFLN,2025-09-01,475.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,DEATH AT A FUNERAL,ENTERTAINMENT,Prime Access,BET,2025-09-01,489.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,DEATH AT A FUNERAL,ENTERTAINMENT,Prime Time,BET,2025-09-01,489.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,DUE SEASON,ENTERTAINMENT,Afternoon,BETH,2025-09-01,56.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,DUE SEASON,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,28.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,EQUESTRIAN COMPETITION,SPORTS,Prime Time,CBSS,2025-09-01,255.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,FAMILY MATTERS,ENTERTAINMENT,Morning,BET,2025-09-01,363.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,GUN HILL,ENTERTAINMENT,Afternoon,BETH,2025-09-01,56.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,JAMIE FOXX SHOW,ENTERTAINMENT,Morning,BET,2025-09-01,1452.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,JAMIE FOXX SHOW,ENTERTAINMENT,Afternoon,BET,2025-09-01,726.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,LAW & ORDER,ENTERTAINMENT,Morning,POP,2025-09-01,609.0,6.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,MORNING GLOW,ENTERTAINMENT,Early Morning,BETH,2025-09-01,165.0,8.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,NEIGHBORHOOD SHOW,ENTERTAINMENT,Afternoon,BET,2025-09-01,1815.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,POKER NIGHT IN AMERICA,SPORTS,Prime Time,CBSS,2025-09-01,1273.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,POKER NIGHT IN AMERICA,SPORTS,Late News,CBSS,2025-09-01,117.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Monday,NATIONAL,TOTAL_US,TYLER PERRY'S HS/PAYNE,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,448.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,CAUGHT IN THE ACT: UNFAI,ENTERTAINMENT,Overnight,MTV,2025-09-01,332.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,ER SHOW,ENTERTAINMENT,Morning,POP,2025-09-01,270.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,FAMILY MATTERS,ENTERTAINMENT,Morning,BET,2025-09-01,1089.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,INSIDE COLLEGE FOOTBALL,SPORTS,Prime Time,CBSS,2025-09-01,193.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,MORNING GLOW,ENTERTAINMENT,Early Morning,BETH,2025-09-01,195.0,10.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Afternoon,BETH,2025-09-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,191.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,NEIGHBORHOOD SHOW,ENTERTAINMENT,Afternoon,BET,2025-09-01,726.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,90.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early News,BETH,2025-09-01,90.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,WORLD SERIES OF POKER MA,SPORTS,Prime Access,CBSS,2025-09-01,509.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Tuesday,NATIONAL,TOTAL_US,WORLD SERIES OF POKER MA,SPORTS,Prime Time,CBSS,2025-09-01,255.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,ER SHOW,ENTERTAINMENT,Early Morning,POP,2025-09-01,175.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,ER SHOW,ENTERTAINMENT,Morning,POP,2025-09-01,175.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,FAMILY MATTERS,ENTERTAINMENT,Morning,BET,2025-09-01,363.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,MORNING GLOW,ENTERTAINMENT,Early Morning,BETH,2025-09-01,105.0,6.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Afternoon,BETH,2025-09-01,93.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,145.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,NEIGHBORHOOD SHOW,ENTERTAINMENT,Afternoon,BET,2025-09-01,1815.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,TEMPTATION: CONFESSIONS,ENTERTAINMENT,Prime Access,BET,2025-09-01,489.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,180.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early News,BETH,2025-09-01,90.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,WORLD SERIES OF POKER BR,SPORTS,Prime Access,CBSS,2025-09-01,255.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Wednesday,NATIONAL,TOTAL_US,WORLD SERIES OF POKER BR,SPORTS,Late Fringe,CBSS,2025-09-01,468.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,CREED MOVIE,ENTERTAINMENT,Late Fringe,BET,2025-09-01,791.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,FIVB BEACH VOLLEYBALL,SPORTS,Prime Time,CBSS,2025-09-01,509.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,MORNING GLOW,ENTERTAINMENT,Early Morning,BETH,2025-09-01,45.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Afternoon,BETH,2025-09-01,94.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,49.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,NEIGHBORHOOD SHOW,ENTERTAINMENT,Afternoon,BET,2025-09-01,1452.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early News,BETH,2025-09-01,90.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,WHITE HOUSE DOWN,ENTERTAINMENT,Late Fringe,BET,2025-09-01,1582.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,WORLD SERIES OF POKER BR,SPORTS,Late News,CBSS,2025-09-01,234.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Thursday,NATIONAL,TOTAL_US,WORLD SERIES OF POKER MA,SPORTS,Prime Time,CBSS,2025-09-01,764.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,CELEBRITY FAMILY FEUD,ENTERTAINMENT,Late News,BET,2025-09-01,460.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,CFL FOOTBALL,SPORTS,Prime Time,CBSS,2025-09-01,1002.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,GLOBAL CHAMPIONS TOUR,SPORTS,Prime Access,CBSS,2025-09-01,764.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,LAW & ORDER,ENTERTAINMENT,Morning,POP,2025-09-01,68.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,MORNING GLOW,ENTERTAINMENT,Early Morning,BETH,2025-09-01,75.0,4.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Afternoon,BETH,2025-09-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,MS. PAT SETTLES IT,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,96.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,NEIGHBORHOOD SHOW,ENTERTAINMENT,Afternoon,BET,2025-09-01,1089.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,TYLER PERRY'S ASSISTED L,ENTERTAINMENT,Early Fringe,BETH,2025-09-01,180.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,WHITE HOUSE DOWN,ENTERTAINMENT,Prime Access,BET,2025-09-01,489.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,WHO MADE THE POTATOE SAL,ENTERTAINMENT,Early News,BETH,2025-09-01,180.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Friday,NATIONAL,TOTAL_US,WORLD SERIES OF POKER BR,SPORTS,Late News,CBSS,2025-09-01,117.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,CELEBRITY FAMILY FEUD,ENTERTAINMENT,Weekend Afternoon,BET,2025-09-01,1387.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,ER SHOW,ENTERTAINMENT,Saturday Morning,POP,2025-09-01,1485.0,13.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,ER SHOW,ENTERTAINMENT,Weekend Afternoon,POP,2025-09-01,226.0,2.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,GRUMPIER OLD MEN,ENTERTAINMENT,Early Fringe,POP,2025-09-01,525.0,5.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,GRUMPIER OLD MEN,ENTERTAINMENT,Saturday Morning,POP,2025-09-01,99.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,GRUMPIER OLD MEN,ENTERTAINMENT,Weekend Afternoon,POP,2025-09-01,297.0,3.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,GRUMPY OLD MEN,ENTERTAINMENT,Early Fringe,POP,2025-09-01,105.0,1.0
Chomps,Chomps,Television,Cable TV,Paramount Global,Saturday,NATIONAL,TOTAL_US,GRUMPY OLD MEN,ENTERTAINMENT,Saturday Morning,POP,2025-09-01,594.0,5.0
