advertiser,brand,media_group,media,media_owner,dow,national_local,market,program,program_genre,daypart,property,flight_date,spend_usd,units
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,BIZARRE FOODS: DELICIOUS,ENTERTAINMENT,Prime Access,COOK,2025-07-01,85.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,BIZARRE FOODS: DELICIOUS,ENTERTAINMENT,Prime Time,COOK,2025-07-01,169.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,"BURGERS, BREW AND 'QUE",ENTERTAINMENT,Morning,COOK,2025-07-01,74.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,CASTLE IMPOSSIBLE,ENTERTAINMENT,Early Morning,HGTV,2025-07-01,775.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,CHOPPED,INFORMATIONAL,Late News,FOOD,2025-07-01,4859.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,CURIOUS CASE OF...,ENTERTAINMENT,Afternoon,ID,2025-07-01,550.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,MARRIED TO REAL ESTATE,ENTERTAINMENT,Early Morning,HGTV,2025-07-01,775.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,MYTHBUSTERS,ENTERTAINMENT,Morning,DISC,2025-07-01,290.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,MYTHBUSTERS,ENTERTAINMENT,Afternoon,DISC,2025-07-01,145.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,NO DEMO RENO,ENTERTAINMENT,Early Morning,HGTV,2025-07-01,775.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,SUPER MEGA CAKES,ENTERTAINMENT,Prime Access,FOOD,2025-07-01,16192.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,SUPER MEGA CAKES,ENTERTAINMENT,Prime Time,FOOD,2025-07-01,32384.0,4.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,SYMON'S DINNERS COOKING,INFORMATIONAL,Early Morning,COOK,2025-07-01,94.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,SYMON'S SUPPERS,INFORMATIONAL,Morning,COOK,2025-07-01,74.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Monday,NATIONAL,TOTAL_US,WORST COOKS IN AMERICA,ENTERTAINMENT,Prime Time,FOOD,2025-07-01,8096.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,ADAM RICHMAN EATS BRITAI,ENTERTAINMENT,Prime Time,COOK,2025-07-01,169.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,ANTHONY BOURDAIN: NO RES,ENTERTAINMENT,Prime Time,COOK,2025-07-01,169.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,BEST THING I EVER ATE,INFORMATIONAL,Afternoon,COOK,2025-07-01,74.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,BIZARRE FOODS AMERICA,ENTERTAINMENT,Early Morning,COOK,2025-07-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,BIZARRE FOODS/ANDRE ZMR,ENTERTAINMENT,Morning,COOK,2025-07-01,74.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,CELEBRITY IOU,ENTERTAINMENT,Morning,HGTV,2025-07-01,1584.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,CHOPPED,INFORMATIONAL,Prime Access,FOOD,2025-07-01,10190.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,CHOPPED,INFORMATIONAL,Prime Time,FOOD,2025-07-01,10190.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,GUY'S RANCH KITCHEN,INFORMATIONAL,Early Morning,FOOD,2025-07-01,402.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,LONE STAR LAW,ENTERTAINMENT,Morning,DISC,2025-07-01,137.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,MAN FIRE FOOD,INFORMATIONAL,Afternoon,COOK,2025-07-01,148.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,MAN V. FOOD,ENTERTAINMENT,Early News,COOK,2025-07-01,71.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,MAN V. FOOD,ENTERTAINMENT,Prime Access,COOK,2025-07-01,252.0,3.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Tuesday,NATIONAL,TOTAL_US,MAN V. FOOD,ENTERTAINMENT,Prime Time,COOK,2025-07-01,168.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,BEST THING I EVER ATE,INFORMATIONAL,Early Morning,COOK,2025-07-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,CARNIVAL EATS,INFORMATIONAL,Morning,COOK,2025-07-01,74.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,DOWN HOME FAB,INFORMATIONAL,Morning,HGTV,2025-07-01,1584.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,FOOD PARADISE,ENTERTAINMENT,Early News,COOK,2025-07-01,71.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,HOLIDAY BAKING CHAMPIONS,ENTERTAINMENT,Prime Time,COOK,2025-07-01,169.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,HOLMES FAMILY RESCUE,ENTERTAINMENT,Early Morning,HGTV,2025-07-01,775.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,KIDS BAKING CHAMPIONSHIP,ENTERTAINMENT,Prime Access,COOK,2025-07-01,170.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,KIDS BAKING CHAMPIONSHIP,ENTERTAINMENT,Prime Time,COOK,2025-07-01,169.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,KIDS BAKING CHAMPIONSHIP,ENTERTAINMENT,Late News,COOK,2025-07-01,130.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,MAGNOLIA TABLE WITH JOAN,INFORMATIONAL,Early Morning,FOOD,2025-07-01,402.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,MYSTERIES OF THE,INFORMATIONAL,Afternoon,DISC,2025-07-01,111.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,MYSTERIES OF THE,INFORMATIONAL,Late Fringe,DISC,2025-07-01,474.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,MYSTERIES OF THE,INFORMATIONAL,Overnight,DISC,2025-07-01,474.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,UNIQUE SWEETS,INFORMATIONAL,Early Morning,COOK,2025-07-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,TOTAL_US,WINDY CITY REHAB,INFORMATIONAL,Early Morning,HGTV,2025-07-01,775.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,TOTAL_US,BEST THING I EVER ATE,INFORMATIONAL,Early Morning,COOK,2025-07-01,235.0,5.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,TOTAL_US,BEST THING I EVER ATE,INFORMATIONAL,Early News,COOK,2025-07-01,284.0,4.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,TOTAL_US,BEST THING I EVER ATE,INFORMATIONAL,Prime Access,COOK,2025-07-01,84.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,TOTAL_US,CARNIVAL EATS,INFORMATIONAL,Prime Time,COOK,2025-07-01,167.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,TOTAL_US,BIZARRE FOODS: DELICIOUS,ENTERTAINMENT,Morning,COOK,2025-07-01,74.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,TOTAL_US,CAKE HUNTERS,INFORMATIONAL,Early Morning,COOK,2025-07-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,TOTAL_US,CHOPPED,INFORMATIONAL,Prime Time,COOK,2025-07-01,168.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,TOTAL_US,"DINERS, DRIVE-INS, AND D",ENTERTAINMENT,Prime Access,FOOD,2025-07-01,8096.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,TOTAL_US,FOOD PARADISE,ENTERTAINMENT,Early News,COOK,2025-07-01,71.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,TOTAL_US,FOOD PARADISE,ENTERTAINMENT,Prime Access,COOK,2025-07-01,85.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,TOTAL_US,LAST BITE HOTEL,ENTERTAINMENT,Early Morning,FOOD,2025-07-01,402.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,CHEAP EATS,ENTERTAINMENT,Saturday Morning,COOK,2025-07-01,594.0,6.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,EXPEDITION UNKNOWN,ENTERTAINMENT,Prime Time,DISC,2025-07-01,2926.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,EXPEDITION UNKNOWN,ENTERTAINMENT,Overnight,DISC,2025-07-01,452.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,FOOD PARADISE,ENTERTAINMENT,Early Fringe,COOK,2025-07-01,250.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,FOOD PARADISE,ENTERTAINMENT,Weekend Afternoon,COOK,2025-07-01,125.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,IRON CHEF AMERICA,INFORMATIONAL,Prime Time,COOK,2025-07-01,167.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,LETHALLY BLONDE,ENTERTAINMENT,Early Fringe,ID,2025-07-01,1258.0,2.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,MAN'S GREATEST FOOD,ENTERTAINMENT,Saturday Morning,COOK,2025-07-01,891.0,9.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,TOTAL_US,MEAN GIRL MURDERS,ENTERTAINMENT,Saturday Morning,ID,2025-07-01,487.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,AMERICAN MONSTER,ENTERTAINMENT,Sunday Morning,ID,2025-07-01,489.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,BEST THING I EVER ATE,INFORMATIONAL,Sunday Morning,COOK,2025-07-01,99.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,BIZARRE FOODS: DELICIOUS,ENTERTAINMENT,Weekend Afternoon,COOK,2025-07-01,125.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,MAN V. FOOD,ENTERTAINMENT,Early Fringe,COOK,2025-07-01,153.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,MAN V. FOOD,ENTERTAINMENT,Prime Time,COOK,2025-07-01,168.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,MAROONED WITH ED STAFFOR,ENTERTAINMENT,Late Fringe,DISC,2025-07-01,1551.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,MAROONED WITH ED STAFFOR,ENTERTAINMENT,Overnight,DISC,2025-07-01,452.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,NAKED AND AFRAID: LAST O,ENTERTAINMENT,Prime Time,DISC,2025-07-01,2926.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,NAKED AND AFRAID: LAST O,ENTERTAINMENT,Late Fringe,DISC,2025-07-01,1551.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,UNIQUE EATS,ENTERTAINMENT,Sunday Morning,COOK,2025-07-01,792.0,8.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,VERY SCARY PEOPLE,ENTERTAINMENT,Early Fringe,ID,2025-07-01,629.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,VERY SCARY PEOPLE,ENTERTAINMENT,Prime Time,ID,2025-07-01,1599.0,1.0
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,TOTAL_US,YUM AND YUMMER,INFORMATIONAL,Prime Time,COOK,2025-07-01,167.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,CLOSER,ENTERTAINMENT,Morning,LIFE,2025-08-01,2038.0,3.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Early Fringe,A&E,2025-08-01,1209.0,3.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Early News,A&E,2025-08-01,403.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Prime Access,A&E,2025-08-01,4896.0,3.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Prime Time,A&E,2025-08-01,7344.0,6.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Late Fringe,A&E,2025-08-01,898.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Overnight,A&E,2025-08-01,3678.0,5.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,MAJOR CRIMES,ENTERTAINMENT,Afternoon,LIFE,2025-08-01,815.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Monday,NATIONAL,TOTAL_US,STORAGE WARS TEXAS,ENTERTAINMENT,Early Morning,A&E,2025-08-01,1782.0,6.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Tuesday,NATIONAL,TOTAL_US,MAJOR CRIMES,ENTERTAINMENT,Afternoon,LIFE,2025-08-01,408.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Tuesday,NATIONAL,TOTAL_US,ROAD WARS,ENTERTAINMENT,Early News,A&E,2025-08-01,403.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Tuesday,NATIONAL,TOTAL_US,STORAGE WARS TEXAS,ENTERTAINMENT,Early Morning,A&E,2025-08-01,1620.0,6.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Wednesday,NATIONAL,TOTAL_US,MAJOR CRIMES,ENTERTAINMENT,Morning,LIFE,2025-08-01,1223.0,2.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Wednesday,NATIONAL,TOTAL_US,MY STRANGE ARREST,ENTERTAINMENT,Prime Time,A&E,2025-08-01,1224.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Wednesday,NATIONAL,TOTAL_US,MY STRANGE ARREST,ENTERTAINMENT,Overnight,A&E,2025-08-01,695.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Wednesday,NATIONAL,TOTAL_US,STORAGE WARS TEXAS,ENTERTAINMENT,Early Morning,A&E,2025-08-01,1458.0,5.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Thursday,NATIONAL,TOTAL_US,CLOSER,ENTERTAINMENT,Morning,LIFE,2025-08-01,408.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Thursday,NATIONAL,TOTAL_US,MAJOR CRIMES,ENTERTAINMENT,Afternoon,LIFE,2025-08-01,815.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Thursday,NATIONAL,TOTAL_US,STORAGE WARS TEXAS,ENTERTAINMENT,Early Morning,A&E,2025-08-01,1944.0,7.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Friday,NATIONAL,TOTAL_US,CLOSER,ENTERTAINMENT,Early Morning,LIFE,2025-08-01,229.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Friday,NATIONAL,TOTAL_US,LIVE PD PRESENTS: PD CAM,ENTERTAINMENT,Early Fringe,A&E,2025-08-01,403.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Friday,NATIONAL,TOTAL_US,LIVE PD PRESENTS: PD CAM,ENTERTAINMENT,Prime Access,A&E,2025-08-01,3672.0,3.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Friday,NATIONAL,TOTAL_US,LIVE PD PRESENTS: PD CAM,ENTERTAINMENT,Prime Time,A&E,2025-08-01,1224.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Friday,NATIONAL,TOTAL_US,LIVE PD PRESENTS: PD CAM,ENTERTAINMENT,Late Fringe,A&E,2025-08-01,1796.0,2.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Friday,NATIONAL,TOTAL_US,LIVE PD PRESENTS: PD CAM,ENTERTAINMENT,Overnight,A&E,2025-08-01,695.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Friday,NATIONAL,TOTAL_US,STORAGE WARS TEXAS,ENTERTAINMENT,Early Morning,A&E,2025-08-01,1944.0,7.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,TOTAL_US,ABDUCTED OFF THE STREET,ENTERTAINMENT,Weekend Afternoon,LIFE,2025-08-01,1691.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,TOTAL_US,GIRL IN THE ATTIC,ENTERTAINMENT,Early Fringe,LIFE,2025-08-01,1691.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,TOTAL_US,GIRL IN THE BASEMENT,ENTERTAINMENT,Early Fringe,LIFE,2025-08-01,1691.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,TOTAL_US,GIRL IN THE VIDEO,ENTERTAINMENT,Saturday Morning,LIFE,2025-08-01,543.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,TOTAL_US,STORAGE WARS,ENTERTAINMENT,Early Fringe,A&E,2025-08-01,381.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,TOTAL_US,STORAGE WARS,ENTERTAINMENT,Saturday Morning,A&E,2025-08-01,2372.0,3.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,ABDUCTED: THE MARY STAUF,ENTERTAINMENT,Early Fringe,LIFE,2025-08-01,1691.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,AMANDA KNOX: MURDER ON T,ENTERTAINMENT,Early Fringe,LIFE,2025-08-01,846.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,I'LL NEVER LET YOU GO,ENTERTAINMENT,Weekend Afternoon,LIFE,2025-08-01,1691.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Early Fringe,A&E,2025-08-01,2286.0,6.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Weekend Afternoon,A&E,2025-08-01,4570.0,10.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,SECRET LIFE OF A SORORIT,ENTERTAINMENT,Early Fringe,LIFE,2025-08-01,1691.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,WWE LFG,ENTERTAINMENT,Prime Time,A&E,2025-08-01,1224.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,WWE LFG,ENTERTAINMENT,Overnight,A&E,2025-08-01,695.0,1.0
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,TOTAL_US,ZOMBIE HOUSE FLIPPING,ENTERTAINMENT,Sunday Morning,A&E,2025-08-01,1779.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,TOTAL_US,BABY FIRST FAVORITE,KIDS,Afternoon,BABY,2025-08-01,84.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,TOTAL_US,BABYFIRST CLUB,KIDS,Early Fringe,BABY,2025-08-01,94.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,TOTAL_US,DEVELOPMENTAL PROGRAMS F,KIDS,Overnight,BABY,2025-08-01,16.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,TOTAL_US,BABY FIRST BEDTIME,KIDS,Prime Time,BABY,2025-08-01,59.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,TOTAL_US,BABY FIRST FAVORITE,KIDS,Prime Time,BABY,2025-08-01,59.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,TOTAL_US,BABYFIRST CLUB,KIDS,Early Fringe,BABY,2025-08-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,TOTAL_US,DEVELOPMENTAL PROGRAMS F,KIDS,Afternoon,BABY,2025-08-01,42.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,TOTAL_US,DEVELOPMENTAL PROGRAMS F,KIDS,Early Fringe,BABY,2025-08-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,TOTAL_US,EARLY BLOOMERS,KIDS,Afternoon,BABY,2025-08-01,42.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,TOTAL_US,MAMA AND ME: FUN TIME,KIDS,Afternoon,BABY,2025-08-01,84.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Wednesday,NATIONAL,TOTAL_US,BABYFIRST CLUB,KIDS,Early News,BABY,2025-08-01,94.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Wednesday,NATIONAL,TOTAL_US,PLAYTIME WITH AL,KIDS,Prime Access,BABY,2025-08-01,59.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,TOTAL_US,BABY FIRST FAVORITE,KIDS,Afternoon,BABY,2025-08-01,84.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,TOTAL_US,BABY FIRST FAVORITE,KIDS,Prime Time,BABY,2025-08-01,118.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,TOTAL_US,BABYFIRST AFTER HOURS,KIDS,Late Fringe,BABY,2025-08-01,36.0,2.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,TOTAL_US,BABYFIRST CLUB,KIDS,Early Fringe,BABY,2025-08-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,TOTAL_US,DEVELOPMENTAL PROGRAMS F,KIDS,Early Fringe,BABY,2025-08-01,47.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,TOTAL_US,DEVELOPMENTAL PROGRAMS F,KIDS,Overnight,BABY,2025-08-01,8.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,TOTAL_US,PLAYTIME WITH AL,KIDS,Morning,BABY,2025-08-01,42.0,1.0
Chomps,Chomps,Television,Cable TV,BFTV Llc,Friday,NATIONAL,TOTAL_US,BABYFIRST AFTER HOURS,KIDS,Overnight,BABY,2025-08-01,8.0,1.0
